IDNR,LOSS,GENDER,AGE,EXPER,MARSTAT,PRESID,TOWORK,MILES,CLAIMS,CITATS,SIZE,COMPA,COMPB,COMPC
2358,0.635,1,49,14,2,1,7,12,1,2,3,1000,1280,1480
2359,0.545,1,62,16,1,1,5,15,0,2,4,1000,1220,1420
2360,0.127,1,78,8,2,0,6,2,0,0,2,1000,1460,1660
2361,1.04,0,26,10,2,0,6,4,2,1,3,1000,1400,1200
2362,0.697,1,55,36,2,0,13,14,1,2,4,1000,620,820
2363,0.495,0,50,14,3,1,3,3,1,0,1,1000,1280,1080
2364,0.48,1,57,23,2,1,0,1,1,0,1,1000,1010,1210
2365,1.152,1,26,10,2,1,0,18,1,3,3,1000,1400,1600
2366,0.666,0,48,18,2,1,5,3,1,0,2,1000,1160,960
2367,0.715,0,46,10,2,1,5,4,1,1,4,1000,1400,1200
2368,0.779,1,50,27,2,0,6,11,0,2,2,1000,890,1090
2369,0.295,1,79,21,2,1,0,15,0,2,2,1000,1070,1270
2370,1.11,0,25,7,1,1,5,5,1,1,3,1000,1490,1290
2371,0.643,1,51,3,2,1,3,9,1,1,1,1000,1610,1810
2372,0.898,1,43,13,2,0,5,8,1,1,2,1000,1310,1510
2373,1.21,0,22,3,1,0,4,7,1,1,2,1000,1610,1410
2374,1.421,0,18,2,1,1,13,6,0,0,4,1000,1640,1440
2375,1.225,1,24,8,1,0,5,11,1,2,3,1000,1460,1660
2376,1.13,1,40,20,1,0,24,17,1,3,2,1000,1100,1300
2377,1.675,1,16,0,1,1,0,7,0,0,1,1000,1700,1900
2378,1.475,0,28,9,1,0,31,5,1,1,1,1000,1430,1230
2379,0.605,1,51,28,2,0,7,16,0,3,1,1000,860,1060
2380,0.938,0,29,13,1,0,5,3,2,0,1,1000,1310,1110
2381,1.331,0,20,2,1,1,3,6,1,0,2,1000,1640,1440
2382,1.027,0,29,2,2,1,4,18,0,1,1,1000,1640,1440
2383,0.637,1,60,44,2,1,25,4,1,1,2,1000,380,580
2384,0.246,0,61,34,2,0,9,6,0,1,1,1000,680,480
2385,1.465,1,25,9,2,1,22,7,1,1,3,1000,1430,1630
2386,0.18,0,61,41,3,0,0,8,0,1,1,1000,470,270
2387,1.667,0,18,0,1,1,31,15,0,0,1,1000,1700,1500
2388,0.464,0,56,40,2,1,5,25,1,4,3,1000,500,300
2389,1.386,0,22,0,2,0,7,1,0,0,1,1000,1700,1500
2390,1.141,1,30,6,1,1,5,5,0,1,1,1000,1520,1720
2391,0.432,0,57,16,3,1,5,6,0,1,1,1000,1220,1020
2392,1.345,1,22,4,1,1,5,2,1,0,2,1000,1580,1780
2393,0.993,0,28,9,2,0,7,4,0,1,2,1000,1430,1230
2394,1.753,0,16,0,1,1,30,5,0,0,3,1000,1700,1500
2395,1.019,1,42,24,2,1,5,14,2,2,1,1000,980,1180
2396,0.316,1,60,43,2,0,6,6,1,1,2,1000,410,610
2397,1.532,1,20,4,1,1,12,7,2,1,3,1000,1580,1780
2398,1.192,1,35,7,2,0,22,19,1,3,3,1000,1490,1690
2399,0.642,0,38,19,2,0,3,5,1,1,1,1000,1130,930
2400,1.277,1,29,8,2,0,7,4,0,1,1,1000,1460,1660
2401,1.264,0,21,5,1,0,5,4,1,1,1,1000,1550,1350
2402,1.096,0,30,8,2,0,15,3,1,0,3,1000,1460,1260
2403,1.326,0,28,6,1,1,8,14,0,2,1,1000,1520,1320
2404,1.548,1,21,2,1,1,4,25,0,2,1,1000,1640,1840
2405,1.299,1,26,8,1,1,14,6,1,1,1,1000,1460,1660
2406,0.764,0,35,16,2,0,0,6,0,1,1,1000,1220,1020
2407,0.329,0,56,34,3,1,5,4,1,1,1,1000,680,480
2408,0.908,1,45,21,2,1,7,11,2,2,2,1000,1070,1270
2409,0.971,1,38,16,2,0,6,5,2,1,1,1000,1220,1420
2410,0.053,0,74,26,3,1,4,8,0,1,1,1000,920,720
2411,0.485,1,59,36,2,1,5,5,0,1,3,1000,620,820
2412,1.267,1,30,4,1,1,1,16,0,2,3,1000,1580,1780
2413,1.57,1,18,2,1,1,9,5,1,0,1,1000,1640,1840
2414,0.787,0,54,37,2,1,34,6,0,1,1,1000,590,390
2415,1.741,1,17,1,1,0,9,4,0,0,5,1000,1670,1870
2416,0.74,0,52,34,1,0,18,9,0,1,1,1000,680,480
2417,1.103,0,24,8,1,0,3,16,0,3,2,1000,1460,1260
2418,1.388,0,18,2,1,1,6,14,1,1,3,1000,1640,1440
2419,1.399,1,23,4,2,1,5,2,2,0,3,1000,1580,1780
2420,0.264,0,79,45,3,1,7,4,0,1,1,1000,350,150
2421,1.054,0,31,12,3,1,5,6,0,1,4,1000,1340,1140
2422,0.427,0,48,10,1,0,5,23,0,4,1,1000,1400,1200
2423,1.278,1,32,14,2,1,30,4,1,1,2,1000,1280,1480
2424,0.966,1,51,33,2,0,27,11,1,2,1,1000,710,910
2425,0.757,0,46,22,2,1,5,13,2,2,1,1000,1040,840
2426,1.335,0,18,2,1,1,2,13,0,1,4,1000,1640,1440
2427,0.536,0,55,19,2,1,8,3,0,0,2,1000,1130,930
2428,1.217,0,25,7,1,0,7,13,0,2,1,1000,1490,1290
2429,0.526,1,52,29,2,0,4,3,0,0,2,1000,830,1030
2430,0.754,0,51,32,2,1,20,1,0,0,3,1000,740,540
2431,1.17,0,26,4,1,0,0,9,1,1,1,1000,1580,1380
2432,0.572,0,64,43,2,1,32,12,0,2,1,1000,410,210
2433,0.411,1,59,43,2,1,5,10,0,2,1,1000,410,610
2434,0.661,1,46,22,1,1,5,20,0,3,1,1000,1040,1240
2435,1.11,1,32,1,2,1,5,2,1,0,1,1000,1670,1870
2436,0.512,0,51,13,2,1,6,4,0,1,1,1000,1310,1110
2437,0.436,0,62,42,2,1,5,12,0,2,3,1000,440,240
2438,1.031,1,33,10,3,1,5,5,0,1,2,1000,1400,1600
2439,1.713,1,19,3,2,1,5,9,1,1,3,1000,1610,1810
2440,1.164,1,32,15,2,1,16,4,1,1,1,1000,1250,1450
2441,1.378,0,25,4,1,1,11,24,1,3,1,1000,1580,1380
2442,1.273,0,25,7,1,1,5,14,0,2,4,1000,1490,1290
2443,0.867,1,48,19,1,1,5,4,2,1,3,1000,1130,1330
2444,0.252,0,78,61,3,1,5,10,0,2,2,1000,-130,-330
2445,1.5,1,22,6,2,0,17,4,3,1,1,1000,1520,1720
2446,0.869,0,49,13,2,1,22,5,0,1,2,1000,1310,1110
2447,0.796,1,43,5,2,1,5,4,0,1,3,1000,1550,1750
2448,0.781,1,48,8,2,0,5,16,0,3,3,1000,1460,1660
2449,1.007,0,33,15,2,1,5,9,1,1,2,1000,1250,1050
2450,1.416,1,24,3,1,1,0,8,2,1,2,1000,1610,1810
2451,0.312,0,71,33,2,0,5,3,0,0,2,1000,710,510
2452,1.11,1,40,18,2,0,31,7,2,1,3,1000,1160,1360
2453,1.456,0,19,3,1,0,0,8,0,1,2,1000,1610,1410
2454,1.691,1,18,1,1,0,31,4,0,0,2,1000,1670,1870
2455,0.399,0,53,35,2,1,8,18,0,3,4,1000,650,450
2456,1.031,1,37,15,2,1,18,8,1,1,1,1000,1250,1450
2457,0.701,0,50,19,2,1,5,4,2,1,2,1000,1130,930
2458,1.081,0,34,5,2,1,31,2,2,0,1,1000,1550,1350
2459,0.787,0,47,14,1,0,13,5,0,1,3,1000,1280,1080
2460,0.686,1,47,31,2,1,4,16,1,3,3,1000,770,970
2461,0.323,0,68,15,2,1,0,23,0,4,1,1000,1250,1050
2462,0.979,1,41,9,2,1,5,8,0,1,3,1000,1430,1630
2463,1.604,1,18,2,2,1,11,3,1,0,1,1000,1640,1840
2464,0.357,1,66,38,2,1,14,9,1,1,1,1000,560,760
2465,1.541,1,18,1,1,1,6,13,0,0,1,1000,1670,1870
2466,1.586,1,19,3,1,0,9,6,0,1,4,1000,1610,1810
2467,1.412,1,24,8,2,1,10,4,1,1,2,1000,1460,1660
2468,1.617,1,17,0,1,1,6,3,0,0,3,1000,1700,1900
2469,0.719,1,48,19,2,1,5,15,0,2,5,1000,1130,1330
2470,0.377,1,63,38,1,1,5,1,1,0,3,1000,560,760
2471,0.742,1,46,6,2,1,12,18,1,3,2,1000,1520,1720
2472,1.836,1,20,3,1,0,31,1,0,0,2,1000,1610,1810
2473,1.211,0,22,5,2,1,5,8,1,1,1,1000,1550,1350
2474,1.028,1,38,9,2,1,8,11,1,2,1,1000,1430,1630
2475,0.877,0,35,14,2,0,5,6,0,1,1,1000,1280,1080
2476,0.255,0,80,61,2,1,8,7,0,1,2,1000,-130,-330
2477,1.306,0,26,6,2,0,31,18,2,3,1,1000,1520,1320
2478,1.172,1,31,15,1,0,6,2,1,0,2,1000,1250,1450
2479,1.505,1,20,0,2,1,11,7,0,0,2,1000,1700,1900
2480,0.874,0,33,14,2,1,5,9,0,1,3,1000,1280,1080
2481,0.139,0,73,42,3,1,5,3,0,0,3,1000,440,240
2482,0.693,1,49,10,2,1,6,10,2,2,2,1000,1400,1600
2483,0.902,1,44,14,2,0,9,15,1,2,2,1000,1280,1480
2484,0.175,0,81,32,3,0,5,20,0,3,1,1000,740,540
2485,1.207,1,29,9,2,1,9,6,3,1,4,1000,1430,1630
2486,1.338,0,27,5,2,1,29,7,0,1,1,1000,1550,1350
2487,0.547,1,59,32,2,1,6,11,0,2,3,1000,740,940
2488,0.817,1,45,22,2,1,0,6,1,1,2,1000,1040,1240
2489,0.473,0,51,28,2,0,5,6,1,1,1,1000,860,660
2490,1.295,1,28,12,1,0,5,8,1,1,3,1000,1340,1540
2491,1.296,1,27,6,1,1,5,5,1,1,4,1000,1520,1720
2492,1.045,0,29,4,1,1,4,18,0,2,1,1000,1580,1380
2493,0.8,1,50,6,2,1,12,4,0,1,1,1000,1520,1720
2494,0.354,0,57,35,3,1,0,16,1,3,3,1000,650,450
2495,0.186,1,84,56,2,1,5,7,0,1,4,1000,20,220
2496,0.535,1,52,32,2,1,3,24,1,4,1,1000,740,940
2497,1.214,1,30,14,2,1,0,18,0,3,1,1000,1280,1480
2498,1.448,1,22,5,1,1,5,9,1,1,1,1000,1550,1750
2499,1.628,1,18,2,1,1,5,1,1,0,5,1000,1640,1840
2500,0.639,0,43,27,2,1,0,2,2,0,2,1000,890,690
2501,1.461,1,18,2,1,0,8,8,0,1,1,1000,1640,1840
2502,0.514,0,61,41,2,1,30,14,0,2,2,1000,470,270
2503,1.032,1,33,3,1,1,5,18,1,2,1,1000,1610,1810
2504,0.165,0,70,0,2,1,5,6,0,0,4,1000,1700,1500
2505,0.681,0,42,19,2,1,4,5,1,1,4,1000,1130,930
2506,1.292,0,29,3,1,0,13,5,0,0,1,1000,1610,1410
2507,0.244,1,69,34,2,0,6,7,1,1,1,1000,680,880
2508,1.378,0,26,7,1,0,13,6,2,1,1,1000,1490,1290
2509,0.924,0,43,11,2,1,19,9,2,1,2,1000,1370,1170
2510,1.102,0,29,13,1,0,3,5,1,1,2,1000,1310,1110
2511,1.397,0,21,4,1,0,25,1,1,0,2,1000,1580,1380
2512,0.964,1,36,13,2,0,7,4,1,1,2,1000,1310,1510
2513,0.78,1,49,13,2,0,5,15,1,2,1,1000,1310,1510
2514,1.634,1,17,0,1,1,6,13,0,0,2,1000,1700,1900
2515,0.931,1,52,35,2,1,35,2,0,0,3,1000,650,850
2516,0.623,1,54,27,1,0,4,1,0,0,1,1000,890,1090
2517,1.088,0,25,8,2,0,8,5,1,1,3,1000,1460,1260
2518,0.459,0,55,27,2,1,5,1,1,0,1,1000,890,690
2519,1.428,0,31,6,1,1,35,24,2,4,4,1000,1520,1320
2520,0.475,0,68,19,2,0,31,19,1,3,1,1000,1130,930
2521,1.321,0,21,0,1,0,0,17,0,0,1,1000,1700,1500
2522,1.502,0,18,2,1,1,10,24,0,2,3,1000,1640,1440
2523,0.893,0,33,14,2,0,7,9,0,1,3,1000,1280,1080
2524,1.621,1,18,1,1,0,5,14,1,0,1,1000,1670,1870
2525,1.478,0,22,4,2,1,4,20,1,3,2,1000,1580,1380
2526,0.494,0,47,23,2,0,0,8,0,1,5,1000,1010,810
2527,1.348,1,25,9,2,1,7,1,0,0,1,1000,1430,1630
2528,1.63,1,16,0,1,1,14,9,0,0,1,1000,1700,1900
2529,1.177,0,28,11,3,0,5,5,1,1,1,1000,1370,1170
2530,1.095,1,42,24,2,1,14,3,2,0,1,1000,980,1180
2531,1.144,1,29,10,1,1,0,12,1,2,2,1000,1400,1600
2532,0.368,1,61,27,2,1,6,9,1,1,1,1000,890,1090
2533,1.269,0,25,4,2,1,3,1,0,0,3,1000,1580,1380
2534,1.364,0,19,2,1,0,5,12,0,1,1,1000,1640,1440
2535,0.683,0,46,16,1,1,5,5,0,1,2,1000,1220,1020
2536,0.322,0,76,21,3,1,5,10,0,2,3,1000,1070,870
2537,0.902,0,37,15,2,0,6,20,0,3,3,1000,1250,1050
2538,0.457,1,58,30,2,1,5,6,0,1,1,1000,800,1000
2539,1.624,1,20,4,2,1,23,5,2,1,2,1000,1580,1780
2540,1.489,0,16,0,1,1,5,3,0,0,2,1000,1700,1500
2541,0.386,0,55,27,3,1,5,5,0,1,1,1000,890,690
2542,1.243,0,26,10,1,1,5,18,2,3,1,1000,1400,1200
2543,1.597,1,19,3,2,0,1,5,0,0,3,1000,1610,1810
2544,0.737,1,44,22,1,1,11,10,1,2,4,1000,1040,1240
2545,1.009,1,32,13,2,1,6,3,2,0,1,1000,1310,1510
2546,1.224,0,23,7,1,0,0,22,1,4,1,1000,1490,1290
2547,0.582,1,59,16,1,1,6,7,1,1,3,1000,1220,1420
2548,0.794,0,50,18,2,1,19,15,1,2,1,1000,1160,960
2549,0.81,1,48,6,2,1,5,13,0,2,4,1000,1520,1720
2550,1.15,0,30,8,1,1,5,10,0,2,1,1000,1460,1260
2551,0.826,0,49,33,3,1,28,10,0,2,2,1000,710,510
2552,1.48,0,19,2,1,1,5,20,1,1,3,1000,1640,1440
2553,0.644,0,42,5,1,0,6,9,0,1,4,1000,1550,1350
2554,0.197,0,74,24,3,1,5,3,0,0,1,1000,980,780
2555,1.865,1,19,0,1,0,25,2,0,0,1,1000,1700,1900
2556,0.905,0,38,18,2,1,5,2,0,0,1,1000,1160,960
2557,1.416,1,20,4,1,0,7,7,0,1,4,1000,1580,1780
2558,0.805,0,44,21,3,1,5,16,0,3,3,1000,1070,870
2559,0.744,0,44,21,2,1,8,1,1,0,2,1000,1070,870
2560,1.089,0,36,19,2,1,14,4,3,1,1,1000,1130,930
2561,1.422,1,33,16,1,0,26,5,0,1,1,1000,1220,1420
2562,0.225,0,81,62,3,1,5,20,0,3,3,1000,-160,-360
2563,1.624,1,21,5,1,1,10,6,2,1,2,1000,1550,1750
2564,1.383,1,20,3,1,1,0,20,2,2,4,1000,1610,1810
2565,0.962,0,33,14,1,0,5,5,1,1,2,1000,1280,1080
2566,0.635,0,43,14,2,1,5,6,2,1,2,1000,1280,1080
2567,0.67,1,45,22,3,0,5,10,1,2,1,1000,1040,1240
2568,0.819,1,61,12,2,1,35,1,0,0,2,1000,1340,1540
2569,0.369,1,61,30,2,1,8,20,0,3,3,1000,800,1000
2570,0.71,0,42,9,1,0,5,15,1,2,1,1000,1430,1230
2571,0.581,1,46,24,2,0,5,10,0,2,1,1000,980,1180
2572,0.767,0,48,27,1,1,24,4,0,1,1,1000,890,690
2573,0.917,0,38,16,2,1,5,20,1,3,5,1000,1220,1020
2574,0.53,0,53,22,2,1,5,16,0,3,2,1000,1040,840
2575,1.422,0,20,4,2,1,3,3,1,0,3,1000,1580,1380
2576,0.494,1,61,28,2,0,0,13,1,2,1,1000,860,1060
2577,1.406,0,22,1,2,1,23,1,0,0,1,1000,1670,1470
2578,0.379,1,73,55,2,1,4,6,0,1,1,1000,50,250
2579,0.263,1,72,34,2,0,7,4,0,1,3,1000,680,880
2580,1.234,1,26,6,1,1,6,3,1,0,2,1000,1520,1720
2581,0.832,1,46,24,2,0,9,2,2,0,1,1000,980,1180
2582,0.312,1,71,45,2,1,10,11,0,2,2,1000,350,550
2583,1.338,0,23,6,1,1,0,21,2,3,1,1000,1520,1320
2584,0.133,0,63,44,3,0,5,3,0,0,3,1000,380,180
2585,1.334,1,32,16,1,1,10,15,1,2,1,1000,1220,1420
2586,0.486,1,61,19,2,1,5,3,0,0,1,1000,1130,1330
2587,0.412,0,62,39,2,0,5,9,0,1,1,1000,530,330
2588,0.472,1,66,11,2,1,10,10,0,2,1,1000,1370,1570
2589,0.986,1,39,19,2,1,5,1,1,0,1,1000,1130,1330
2590,1.107,0,27,7,2,1,9,19,1,3,1,1000,1490,1290
2591,0.765,0,38,11,3,1,5,10,1,2,2,1000,1370,1170
2592,0.645,0,51,21,2,1,7,5,2,1,2,1000,1070,870
2593,1.506,1,22,6,2,1,1,13,3,2,2,1000,1520,1720
2594,0.581,1,53,33,1,1,5,8,0,1,2,1000,710,910
2595,1.55,1,16,0,1,1,3,3,0,0,1,1000,1700,1900
2596,1.2,1,31,11,2,0,4,16,1,3,2,1000,1370,1570
2597,0.462,1,65,16,2,1,6,4,1,1,2,1000,1220,1420
2598,0.873,0,43,18,2,1,5,10,3,2,1,1000,1160,960
2599,0.739,0,55,13,3,1,28,12,0,2,1,1000,1310,1110
2600,0.551,0,48,9,2,1,6,6,0,1,4,1000,1430,1230
2601,0.369,1,70,45,3,1,2,8,0,1,1,1000,350,550
2602,1.087,1,32,10,3,1,4,6,1,1,1,1000,1400,1600
2603,0.454,0,62,34,1,1,4,22,0,4,1,1000,680,480
2604,0.573,0,57,35,2,1,18,6,1,1,4,1000,650,450
2605,1.09,0,31,14,2,0,5,6,1,1,4,1000,1280,1080
2606,0.639,1,51,30,2,1,5,10,0,2,3,1000,800,1000
2607,0.371,1,55,34,2,0,3,5,0,1,2,1000,680,880
2608,0.765,1,39,4,2,1,0,3,3,0,3,1000,1580,1780
2609,0.965,1,50,18,2,1,27,3,1,0,2,1000,1160,1360
2610,1.267,0,27,3,1,1,15,25,0,2,1,1000,1610,1410
2611,1.393,0,23,4,2,1,3,1,0,0,2,1000,1580,1380
2612,1.069,1,32,16,1,1,9,22,1,4,2,1000,1220,1420
2613,1.678,1,25,1,1,1,27,7,1,0,1,1000,1670,1870
2614,0.967,0,38,20,2,1,17,4,1,1,2,1000,1100,900
2615,0.364,1,62,44,2,1,4,7,2,1,1,1000,380,580
2616,1.197,0,30,9,1,1,5,8,0,1,1,1000,1430,1230
2617,1.016,0,37,3,2,0,24,4,0,0,3,1000,1610,1410
2618,0.324,0,57,19,2,1,8,2,0,0,1,1000,1130,930
2619,0.96,1,46,15,1,1,18,7,0,1,2,1000,1250,1450
2620,0.535,0,48,15,2,0,5,17,2,3,1,1000,1250,1050
2621,0.5,1,65,40,2,1,6,5,1,1,2,1000,500,700
2622,0.227,0,63,30,2,1,5,4,0,1,1,1000,800,600
2623,0.437,1,63,43,2,0,5,8,0,1,1,1000,410,610
2624,0.656,1,47,28,2,1,2,18,0,3,3,1000,860,1060
2625,0.619,1,51,31,1,1,5,12,0,2,3,1000,770,970
2626,0.464,1,62,35,1,1,0,4,2,1,2,1000,650,850
2627,1.236,1,26,8,2,1,7,11,0,2,3,1000,1460,1660
2628,0.353,0,60,29,2,1,3,4,0,1,1,1000,830,630
2629,0.454,1,53,17,2,0,5,8,0,1,1,1000,1190,1390
2630,0.52,1,66,29,2,1,13,7,0,1,1,1000,830,1030
2631,0.918,0,37,3,2,1,13,23,0,2,1,1000,1610,1410
2632,0.327,1,73,56,2,1,4,3,2,0,4,1000,20,220
2633,0.757,1,48,22,1,1,5,12,1,2,1,1000,1040,1240
2634,1.159,0,31,5,2,0,15,19,1,3,1,1000,1550,1350
2635,0.379,0,60,31,2,1,15,10,0,2,3,1000,770,570
2636,0.563,1,46,16,1,0,0,9,0,1,1,1000,1220,1420
2637,0.641,0,40,14,2,0,6,21,0,3,1,1000,1280,1080
2638,1.195,1,38,14,2,1,23,26,2,4,1,1000,1280,1480
2639,0.15,1,75,52,2,1,2,3,0,0,3,1000,140,340
2640,1.398,1,23,0,1,1,5,19,0,0,1,1000,1700,1900
2641,0.542,1,59,33,2,1,5,22,0,4,3,1000,710,910
2642,1.171,0,33,12,2,1,27,13,2,2,3,1000,1340,1140
2643,1.085,0,28,11,2,0,11,5,2,1,4,1000,1370,1170
2644,0.262,1,72,44,2,1,5,3,0,0,2,1000,380,580
2645,1.458,0,20,3,1,1,5,2,0,0,1,1000,1610,1410
2646,0.276,1,68,26,2,0,0,2,0,0,4,1000,920,1120
2647,1.257,1,28,11,1,1,12,7,1,1,3,1000,1370,1570
2648,0.64,1,51,29,2,0,14,2,2,0,1,1000,830,1030
2649,1.239,1,28,3,1,1,4,3,0,0,1,1000,1610,1810
2650,0.372,0,54,33,3,0,6,20,0,3,3,1000,710,510
2651,0.276,0,67,39,3,1,10,5,1,1,3,1000,530,330
2652,0.899,1,43,17,2,1,10,23,0,4,1,1000,1190,1390
2653,1.016,0,30,13,2,1,5,25,0,4,1,1000,1310,1110
2654,0.942,1,33,16,1,0,0,22,0,4,1,1000,1220,1420
2655,1.288,0,18,2,1,0,0,9,0,1,1,1000,1640,1440
2656,0.266,1,73,35,2,1,5,19,0,3,1,1000,650,850
2657,0.791,1,40,1,1,0,5,15,1,0,1,1000,1670,1870
2658,0.725,0,38,10,2,1,5,9,1,1,2,1000,1400,1200
2659,1.433,0,22,4,2,1,5,4,1,0,1,1000,1580,1380
2660,1.086,1,38,6,2,1,24,2,2,0,1,1000,1520,1720
2661,0.211,0,80,64,3,0,6,13,0,2,3,1000,-220,-420
2662,0.534,0,52,35,2,1,8,4,0,1,1,1000,650,450
2663,1.1,1,36,13,2,0,5,2,1,0,1,1000,1310,1510
2664,1.412,1,24,5,2,1,2,16,1,3,2,1000,1550,1750
2665,0.393,0,61,31,2,1,6,16,0,3,1,1000,770,570
2666,0.436,0,63,31,3,0,9,9,0,1,1,1000,770,570
2667,1.077,1,41,19,1,1,8,7,1,1,4,1000,1130,1330
2668,1.361,0,18,1,1,1,5,14,0,0,1,1000,1670,1470
2669,1.091,1,34,9,1,0,3,2,2,0,1,1000,1430,1630
2670,1.181,1,33,17,2,1,2,6,1,1,1,1000,1190,1390
2671,1.348,0,25,9,2,1,5,2,1,0,3,1000,1430,1230
2672,0.872,1,43,25,2,1,12,5,1,1,1,1000,950,1150
2673,0.912,0,38,10,2,1,15,5,2,1,1,1000,1400,1200
2674,0.978,1,53,22,2,1,26,9,1,1,2,1000,1040,1240
2675,1.821,1,17,1,1,1,8,7,0,0,3,1000,1670,1870
2676,0.435,1,65,48,2,1,18,4,1,1,1,1000,260,460
2677,1.444,1,22,6,1,1,2,17,1,3,2,1000,1520,1720
2678,0.52,1,56,40,2,1,5,22,2,4,2,1000,500,700
2679,0.522,0,57,15,2,1,5,6,0,1,2,1000,1250,1050
2680,0.914,1,36,8,2,0,0,18,0,3,4,1000,1460,1660
2681,0.32,1,69,21,2,0,7,2,1,0,2,1000,1070,1270
2682,1.569,1,21,0,1,1,5,4,0,0,1,1000,1700,1900
2683,1.53,1,18,2,1,1,4,11,1,1,2,1000,1640,1840
2684,1.28,0,29,10,2,1,10,3,0,0,3,1000,1400,1200
2685,1.348,0,19,3,1,1,5,11,1,1,1,1000,1610,1410
2686,0.461,0,56,32,2,0,0,6,0,1,1,1000,740,540
2687,1.177,0,23,6,1,1,0,6,0,1,2,1000,1520,1320
2688,0.577,1,61,38,2,0,5,3,0,0,2,1000,560,760
2689,0.938,1,35,19,1,1,0,10,0,2,1,1000,1130,1330
2690,1.237,0,26,8,1,0,14,11,1,2,1,1000,1460,1260
2691,1.168,0,26,5,2,1,4,4,0,1,2,1000,1550,1350
2692,1.393,0,23,1,2,1,26,5,0,0,2,1000,1670,1470
2693,0.477,1,60,26,2,1,17,7,1,1,2,1000,920,1120
2694,1.494,0,18,0,1,1,5,3,0,0,4,1000,1700,1500
2695,1.434,1,29,13,2,1,16,23,1,4,2,1000,1310,1510
2696,0.81,1,37,18,2,0,5,12,1,2,4,1000,1160,1360
2697,1.206,1,36,5,2,1,28,8,1,1,1,1000,1550,1750
2698,0.715,0,45,27,2,0,8,1,1,0,3,1000,890,690
2699,1.003,1,37,20,2,1,5,13,1,2,3,1000,1100,1300
2700,0.539,1,53,18,1,1,0,4,1,1,2,1000,1160,1360
2701,0.713,0,49,8,2,1,4,12,2,2,3,1000,1460,1260
2702,1.35,0,25,8,2,1,5,10,1,2,4,1000,1460,1260
2703,1.289,1,22,5,1,0,5,8,2,1,3,1000,1550,1750
2704,1.07,1,36,11,2,1,4,22,2,4,3,1000,1370,1570
2705,0.749,0,47,27,2,1,29,5,2,1,1,1000,890,690
2706,1.504,0,19,3,1,1,5,2,2,0,2,1000,1610,1410
2707,0.587,0,65,26,2,1,20,6,1,1,1,1000,920,720
2708,0.595,0,44,28,2,1,4,10,2,2,1,1000,860,660
2709,1.429,0,21,4,1,1,6,5,1,1,1,1000,1580,1380
2710,0.314,0,55,35,2,1,2,10,3,2,3,1000,650,450
2711,0.874,1,45,9,2,0,5,5,1,1,2,1000,1430,1630
2712,0.54,1,63,44,2,0,30,5,1,1,1,1000,380,580
2713,0.702,0,50,11,2,1,12,5,1,1,3,1000,1370,1170
2714,0.135,1,84,42,3,0,6,6,1,1,3,1000,440,640
2715,0.774,0,42,12,2,1,5,4,0,1,1,1000,1340,1140
2716,1.002,0,39,17,2,0,15,6,0,1,1,1000,1190,990
2717,1.566,1,26,10,3,1,17,1,2,0,1,1000,1400,1600
2718,1.372,0,23,4,1,0,5,17,0,2,1,1000,1580,1380
2719,0.114,0,73,51,3,1,5,7,2,1,3,1000,170,-30
2720,0.806,1,43,19,2,1,5,2,1,0,1,1000,1130,1330
2721,1.22,1,25,3,1,1,5,13,0,1,1,1000,1610,1810
2722,1.575,1,22,4,1,1,4,4,1,1,1,1000,1580,1780
2723,0.237,0,70,53,2,1,6,5,0,1,1,1000,110,-90
2724,1.407,0,19,2,1,1,5,26,1,2,4,1000,1640,1440
2725,1.318,0,27,4,2,1,6,11,0,1,1,1000,1580,1380
2726,0.419,1,56,12,1,0,6,5,0,1,1,1000,1340,1540
2727,0.725,0,46,18,3,1,0,11,0,2,1,1000,1160,960
2728,0.247,0,57,17,2,1,0,7,0,1,2,1000,1190,990
2729,0.811,1,43,16,2,1,5,4,0,1,3,1000,1220,1420
2730,0.644,1,58,26,2,1,15,13,1,2,3,1000,920,1120
2731,0.283,0,61,6,2,0,5,4,1,1,3,1000,1520,1320
2732,1.374,1,24,4,2,1,5,4,0,0,1,1000,1580,1780
2733,0.267,1,78,37,3,1,5,24,1,4,1,1000,590,790
2734,0.263,0,66,16,3,0,5,16,0,3,1,1000,1220,1020
2735,1.642,1,16,0,1,1,10,8,0,0,3,1000,1700,1900
2736,1.332,1,26,3,1,0,3,10,0,1,4,1000,1610,1810
2737,1.203,1,23,6,1,0,0,2,3,0,2,1000,1520,1720
2738,0.689,0,44,15,2,1,5,7,0,1,1,1000,1250,1050
2739,1.666,0,19,1,1,1,18,20,0,1,1,1000,1670,1470
2740,0.447,0,61,36,3,1,5,1,1,0,1,1000,620,420
2741,1.04,1,30,12,2,1,3,8,0,1,2,1000,1340,1540
2742,1.47,0,17,1,1,1,0,7,0,0,4,1000,1670,1470
2743,0.414,0,58,20,2,0,5,8,1,1,4,1000,1100,900
2744,0.522,0,53,25,2,1,5,10,0,2,1,1000,950,750
2745,0.432,0,54,36,2,0,14,1,0,0,1,1000,620,420
2746,0.364,0,55,38,3,1,9,3,0,0,1,1000,560,360
2747,0.618,1,53,20,1,1,5,5,1,1,2,1000,1100,1300
2748,1.056,1,48,24,2,1,26,4,1,1,1,1000,980,1180
2749,1.775,1,18,0,1,1,27,11,0,0,3,1000,1700,1900
